,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
2879,[15],[11],[19],[15],[],[],"[4, 15]","[4, 11]","[15, 0.06666666666666667]","[11, 0.09090909090909091]",[60],[44],[15],[11],0.15384615384615385,0.15384615384615385,0.11764705882352941,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.0,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2880,"[-8, -9, -8, 2]","[2, 1, 1, 1]","[-4, -5, -4, 6]","[6, 5, 5, 5]","[-8, -8, 2]","[2, 1, 1]","[-8, 4, -9, -8, 2]","[2, 4, 1, 1, 1]","[-8, -9, -8, 2, -0.125, -0.1111111111111111, -0.125, 0.5]","[2, 1, 1, 1, 0.5, 1.0, 1.0, 1.0]","[-32, -36, -32, 8]","[8, 4, 4, 4]","[-8, 2, -8, -9]","[2, 1, 1, 1]",3.3333333333333335,3.333333333333333,3.090909090909091,3.3333333333333335,6.666666666666666,3.3333333333333335,2.3333333333333335,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2881,"[-9, -6, 4]","[-5, 0, 10]","[-5, -2, 8]","[-1, 4, 14]","[-9, -6]","[-5, 0]","[-9, -6, 4, 4]","[-5, 0, 4, 10]","[-9, -6, 4, -0.1111111111111111, -0.16666666666666666, 0.25]","[-5, 0, 10, -0.2, 'ZeroDivisionError', 0.1]","[-36, -24, 16]","[-20, 0, 40]","[-9, -6, 4]","[10, -5, 0]",1.7142857142857142,2.090909090909091,1.9393939393939392,1.7142857142857142,error,1.7142857142857142,1.2857142857142856,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
2882,"[10, -13, 3, 11, 10, -3]","[13, 13, 9, 16, -7, 3]","[14, -9, 7, 15, 14, 1]","[17, 17, 13, 20, -3, 7]","[10, -13, 11, 10, -3]","[13, 13, 16, -7, 3]","[10, -13, 3, 11, 10, -3, 4]","[13, 13, 9, 16, -7, 3, 4]","[10, -13, 3, 11, 10, -3, 0.1, -0.07692307692307693, 0.3333333333333333, 0.09090909090909091, 0.1, -0.3333333333333333]","[13, 13, 9, 16, -7, 3, 0.07692307692307693, 0.07692307692307693, 0.1111111111111111, 0.0625, -0.14285714285714285, 0.3333333333333333]","[40, -52, 12, 44, 40, -12]","[52, 52, 36, 64, -28, 12]","[10, -3, 11, 3, -13, 10]","[-7, 13, 13, 3, 16, 9]",3.8156199677938805,3.135964912280702,3.28963133640553,3.8156199677938805,7.631239935587761,3.8156199677938805,3.3156199677938805,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2883,"[-2, 0, -5, -8, -3, 0, -2]","[7, 6, -1, -8, 7, -5, -7]","[2, 4, -1, -4, 1, 4, 2]","[11, 10, 3, -4, 11, -1, -3]","[-2, 0, -5, -8, -3, 0]","[7, 6, -1, -8, 7, -5]","[-2, 4, 0, -5, -8, -3, 0, -2]","[7, 4, 6, -1, -8, 7, -5, -7]","[-2, 0, -5, -8, -3, 0, -2, -0.5, 'ZeroDivisionError', -0.2, -0.125, -0.3333333333333333, 'ZeroDivisionError', -0.5]","[7, 6, -1, -8, 7, -5, -7, 0.14285714285714285, 0.16666666666666666, -1.0, -0.125, 0.14285714285714285, -0.2, -0.14285714285714285]","[-8, 0, -20, -32, -12, 0, -8]","[28, 24, -4, -32, 28, -20, -28]","[-8, 0, -5, -2, -2, 0, -3]","[-8, -5, 7, 7, -7, -1, 6]",5.222222222222221,5.555555555555555,4.954212454212454,5.222222222222221,error,5.222222222222221,4.666666666666666,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2884,"[-8, 7, -6, -17, -5, -15]","[-7, 7, -6, -18, -3, 5]","[-4, 11, -2, -13, -1, -11]","[-3, 11, -2, -14, 1, 9]","[-8, 7, -6, -17, -5]","[-7, 7, -6, -18, -3]","[-8, 7, -6, -17, -5, 4, -15]","[-7, 7, -6, -18, -3, 4, 5]","[-8, 7, -6, -17, -5, -15, -0.125, 0.14285714285714285, -0.16666666666666666, -0.058823529411764705, -0.2, -0.06666666666666667]","[-7, 7, -6, -18, -3, 5, -0.14285714285714285, 0.14285714285714285, -0.16666666666666666, -0.05555555555555555, -0.3333333333333333, 0.2]","[-32, 28, -24, -68, -20, -60]","[-28, 28, -24, -72, -12, 20]","[7, -6, -8, -15, -5, -17]","[-18, -7, -6, -3, 5, 7]",1.3452380952380953,3.8864468864468864,2.17989417989418,1.3452380952380953,2.6904761904761907,1.3452380952380953,0.34523809523809523,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
2885,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
2886,"[4, 3, -2, -4, 5, 4, -4, -3, -5, -3, 3, 1]","[5, 4, -2, 5, 1, -4, -4, -3, -2, 3, -3, 3]","[8, 7, 2, 0, 9, 8, 0, 1, -1, 1, 7, 5]","[9, 8, 2, 9, 5, 0, 0, 1, 2, 7, 1, 7]","[4, 3, -2, -4, 5, 4, -4, -3, -3, 3, 1]","[5, 4, -2, 5, 1, -4, -4, -3, 3, -3, 3]","[4, 4, 3, -2, -4, 5, 4, -4, -3, -5, -3, 3, 1]","[4, 5, 4, -2, 5, 1, -4, -4, -3, -2, 3, -3, 3]","[4, 3, -2, -4, 5, 4, -4, -3, -5, -3, 3, 1, 0.25, 0.3333333333333333, -0.5, -0.25, 0.2, 0.25, -0.25, -0.3333333333333333, -0.2, -0.3333333333333333, 0.3333333333333333, 1.0]","[5, 4, -2, 5, 1, -4, -4, -3, -2, 3, -3, 3, 0.2, 0.25, -0.5, 0.2, 1.0, -0.25, -0.25, -0.3333333333333333, -0.5, 0.3333333333333333, -0.3333333333333333, 0.3333333333333333]","[16, 12, -8, -16, 20, 16, -16, -12, -20, -12, 12, 4]","[20, 16, -8, 20, 4, -16, -16, -12, -8, 12, -12, 12]","[-3, 3, 4, -2, -5, -4, -3, -4, 3, 5, 4, 1]","[5, -3, -2, -4, -4, 5, 4, -3, 3, 3, 1, -2]",5.849206349206349,7.437301587301587,,5.849206349206349,11.6984126984127,5.849206349206349,5.420634920634921,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2887,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
2888,"[-8, -5, 2, -7, 2, 4, 0, -7, 5, -4]","[2, 0, -8, 4, -5, -5, 1, -3, -8, -1]","[-4, -1, 6, -3, 6, 8, 4, -3, 9, 0]","[6, 4, -4, 8, -1, -1, 5, 1, -4, 3]","[-8, -5, -7, 2, 4, 0, -7, 5, -4]","[2, 0, 4, -5, -5, 1, -3, -8, -1]","[4, -8, -5, 2, -7, 2, 4, 0, -7, 5, -4]","[4, 2, 0, -8, 4, -5, -5, 1, -3, -8, -1]","[-8, -5, 2, -7, 2, 4, 0, -7, 5, -4, -0.125, -0.2, 0.5, -0.14285714285714285, 0.5, 0.25, 'ZeroDivisionError', -0.14285714285714285, 0.2, -0.25]","[2, 0, -8, 4, -5, -5, 1, -3, -8, -1, 0.5, 'ZeroDivisionError', -0.125, 0.25, -0.2, -0.2, 1.0, -0.3333333333333333, -0.125, -1.0]","[-32, -20, 8, -28, 8, 16, 0, -28, 20, -16]","[8, 0, -32, 16, -20, -20, 4, -12, -32, -4]","[-8, 5, -7, 2, -5, 0, 2, -4, -7, 4]","[-3, -5, 0, -8, -1, 1, -5, 4, -8, 2]",9.0,7.521212121212121,9.11111111111111,9.0,error,9.0,8.0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
2889,"[-4, -1, 12, -5, -12, -9, -15, -7, -1]","[7, 3, -6, 12, -8, 1, 4, 9, -16]","[0, 3, 16, -1, -8, -5, -11, -3, 3]","[11, 7, -2, 16, -4, 5, 8, 13, -12]","[-4, -1, 12, -5, -12, -9, -15, -1]","[7, 3, -6, 12, -8, 1, 4, -16]","[-4, -1, 12, -5, -12, -9, -15, -7, -1, 4]","[7, 3, -6, 12, -8, 1, 4, 9, -16, 4]","[-4, -1, 12, -5, -12, -9, -15, -7, -1, -0.25, -1.0, 0.08333333333333333, -0.2, -0.08333333333333333, -0.1111111111111111, -0.06666666666666667, -0.14285714285714285, -1.0]","[7, 3, -6, 12, -8, 1, 4, 9, -16, 0.14285714285714285, 0.3333333333333333, -0.16666666666666666, 0.08333333333333333, -0.125, 1.0, 0.25, 0.1111111111111111, -0.0625]","[-16, -4, 48, -20, -48, -36, -60, -28, -4]","[28, 12, -24, 48, -32, 4, 16, 36, -64]","[-1, 12, -15, -7, -4, -5, -1, -9, -12]","[12, 3, 7, -16, 9, -6, -8, 1, 4]",8.08235294117647,6.859991216512956,7.7333333333333325,8.08235294117647,16.16470588235294,8.08235294117647,7.08235294117647,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2890,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
2891,"[-8, 2, -14, -10]","[-4, 4, 2, 0]","[-4, 6, -10, -6]","[0, 8, 6, 4]","[-8, 2, -14]","[-4, 4, 2]","[-8, 2, 4, -14, -10]","[-4, 4, 4, 2, 0]","[-8, 2, -14, -10, -0.125, 0.5, -0.07142857142857142, -0.1]","[-4, 4, 2, 0, -0.25, 0.25, 0.5, 'ZeroDivisionError']","[-32, 8, -56, -40]","[-16, 16, 8, 0]","[-14, -8, 2, -10]","[4, 2, -4, 0]",2.6666666666666665,4.0,3.142857142857143,2.6666666666666665,error,2.6666666666666665,1.6666666666666665,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
2892,"[-8, 5, -1, 1, -10, 8, -6, -7, 4, -10, 2, -4]","[0, -7, 8, 0, -6, 8, 0, 0, 1, 6, 8, -10]","[-4, 9, 3, 5, -6, 12, -2, -3, 8, -6, 6, 0]","[4, -3, 12, 4, -2, 12, 4, 4, 5, 10, 12, -6]","[-8, 5, -1, -10, 8, -6, -7, 4, -10, 2, -4]","[0, -7, 8, -6, 8, 0, 0, 1, 6, 8, -10]","[-8, 5, -1, 1, -10, 8, -6, -7, 4, -10, 2, -4, 4]","[0, -7, 8, 0, -6, 8, 0, 0, 1, 6, 8, -10, 4]","[-8, 5, -1, 1, -10, 8, -6, -7, 4, -10, 2, -4, -0.125, 0.2, -1.0, 1.0, -0.1, 0.125, -0.16666666666666666, -0.14285714285714285, 0.25, -0.1, 0.5, -0.25]","[0, -7, 8, 0, -6, 8, 0, 0, 1, 6, 8, -10, 'ZeroDivisionError', -0.14285714285714285, 0.125, 'ZeroDivisionError', -0.16666666666666666, 0.125, 'ZeroDivisionError', 'ZeroDivisionError', 1.0, 0.16666666666666666, 0.125, -0.1]","[-32, 20, -4, 4, -40, 32, -24, -28, 16, -40, 8, -16]","[0, -28, 32, 0, -24, 32, 0, 0, 4, 24, 32, -40]","[-1, 5, -10, 1, -7, 2, -8, -4, -6, 8, 4, -10]","[-6, 8, -7, 0, 0, 1, 8, 0, 0, 8, -10, 6]",8.878571428571428,8.454858866623573,7.775213675213675,8.878571428571428,error,8.878571428571428,7.878571428571428,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2893,"[4, -15, -9]","[0, 1, -11]","[8, -11, -5]","[4, 5, -7]","[4, -9]","[0, -11]","[4, -15, -9, 4]","[0, 1, -11, 4]","[4, -15, -9, 0.25, -0.06666666666666667, -0.1111111111111111]","[0, 1, -11, 'ZeroDivisionError', 1.0, -0.09090909090909091]","[16, -60, -36]","[0, 4, -44]","[-15, -9, 4]","[-11, 0, 1]",2.1,1.7538461538461538,1.5,2.1,error,2.1,1.1,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2894,"[0, 4, 1, 7, 0, -9, -3, -1, -4, 8, -11, 10, 5, -3]","[-7, 0, 7, -4, 13, 1, 0, 8, -5, -10, 0, 5, -6, 13]","[4, 8, 5, 11, 4, -5, 1, 3, 0, 12, -7, 14, 9, 1]","[-3, 4, 11, 0, 17, 5, 4, 12, -1, -6, 4, 9, -2, 17]","[0, 4, 1, 7, 0, -9, -3, -4, 8, -11, 10, 5, -3]","[-7, 0, 7, -4, 13, 1, 0, -5, -10, 0, 5, -6, 13]","[0, 4, 1, 7, 4, 0, -9, -3, -1, -4, 8, -11, 10, 5, -3]","[-7, 0, 7, -4, 4, 13, 1, 0, 8, -5, -10, 0, 5, -6, 13]","[0, 4, 1, 7, 0, -9, -3, -1, -4, 8, -11, 10, 5, -3, 'ZeroDivisionError', 0.25, 1.0, 0.14285714285714285, 'ZeroDivisionError', -0.1111111111111111, -0.3333333333333333, -1.0, -0.25, 0.125, -0.09090909090909091, 0.1, 0.2, -0.3333333333333333]","[-7, 0, 7, -4, 13, 1, 0, 8, -5, -10, 0, 5, -6, 13, -0.14285714285714285, 'ZeroDivisionError', 0.14285714285714285, -0.25, 0.07692307692307693, 1.0, 'ZeroDivisionError', 0.125, -0.2, -0.1, 'ZeroDivisionError', 0.2, -0.16666666666666666, 0.07692307692307693]","[0, 16, 4, 28, 0, -36, -12, -4, -16, 32, -44, 40, 20, -12]","[-28, 0, 28, -16, 52, 4, 0, 32, -20, -40, 0, 20, -24, 52]","[-1, -9, 7, -4, 10, -3, -11, 1, 0, 5, 4, 8, 0, -3]","[0, 13, -4, 0, 7, 5, -10, 1, 0, -7, -5, -6, 8, 13]",12.194444444444445,,10.633661145617667,12.194444444444445,error,12.194444444444445,11.194444444444445,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2895,"[-10, -2, 4, -11, -1, -4]","[5, -16, -12, 1, -2, -6]","[-6, 2, 8, -7, 3, 0]","[9, -12, -8, 5, 2, -2]","[-10, -2, -11, -1, -4]","[5, -16, 1, -2, -6]","[4, -10, -2, 4, -11, -1, -4]","[4, 5, -16, -12, 1, -2, -6]","[-10, -2, 4, -11, -1, -4, -0.1, -0.5, 0.25, -0.09090909090909091, -1.0, -0.25]","[5, -16, -12, 1, -2, -6, 0.2, -0.0625, -0.08333333333333333, 1.0, -0.5, -0.16666666666666666]","[-40, -8, 16, -44, -4, -16]","[20, -64, -48, 4, -8, -24]","[-4, -11, 4, -1, -10, -2]","[-16, -6, 5, -12, 1, -2]",4.311111111111111,2.851382604323781,5.2,4.311111111111111,8.622222222222222,4.311111111111111,3.3111111111111113,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
2896,"[7, -10, -4, -9, -2, 0, 4, 3, 4, 5, 2, 5]","[8, 5, 2, -6, -11, -2, 5, 6, -1, 5, 0, -10]","[11, -6, 0, -5, 2, 4, 8, 7, 8, 9, 6, 9]","[12, 9, 6, -2, -7, 2, 9, 10, 3, 9, 4, -6]","[7, -4, -9, -2, 0, 4, 3, 4, 5, 2, 5]","[8, 2, -6, -11, -2, 5, 6, -1, 5, 0, -10]","[7, -10, -4, -9, -2, 0, 4, 3, 4, 4, 5, 2, 5]","[8, 5, 2, -6, -11, -2, 5, 6, 4, -1, 5, 0, -10]","[7, -10, -4, -9, -2, 0, 4, 3, 4, 5, 2, 5, 0.14285714285714285, -0.1, -0.25, -0.1111111111111111, -0.5, 'ZeroDivisionError', 0.25, 0.3333333333333333, 0.25, 0.2, 0.5, 0.2]","[8, 5, 2, -6, -11, -2, 5, 6, -1, 5, 0, -10, 0.125, 0.2, 0.5, -0.16666666666666666, -0.09090909090909091, -0.5, 0.2, 0.16666666666666666, -1.0, 0.2, 'ZeroDivisionError', -0.1]","[28, -40, -16, -36, -8, 0, 16, 12, 16, 20, 8, 20]","[32, 20, 8, -24, -44, -8, 20, 24, -4, 20, 0, -40]","[4, 0, 5, 7, 3, 5, 4, -4, -10, -2, -9, 2]","[-2, -10, -11, 0, -6, -1, 5, 5, 8, 2, 5, 6]",7.403418803418804,10.61111111111111,5.6952225949668405,7.403418803418804,error,7.403418803418804,6.403418803418804,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2897,"[4, 2, -8, -11, 3, 2, -5, 0, 3]","[0, 1, -8, -5, 2, -7, 4, -6, 3]","[8, 6, -4, -7, 7, 6, -1, 4, 7]","[4, 5, -4, -1, 6, -3, 8, -2, 7]","[4, 2, -8, -11, 3, -5, 0, 3]","[0, 1, -8, -5, 2, 4, -6, 3]","[4, 2, -8, -11, 4, 3, 2, -5, 0, 3]","[0, 1, -8, -5, 4, 2, -7, 4, -6, 3]","[4, 2, -8, -11, 3, 2, -5, 0, 3, 0.25, 0.5, -0.125, -0.09090909090909091, 0.3333333333333333, 0.5, -0.2, 'ZeroDivisionError', 0.3333333333333333]","[0, 1, -8, -5, 2, -7, 4, -6, 3, 'ZeroDivisionError', 1.0, -0.125, -0.2, 0.5, -0.14285714285714285, 0.25, -0.16666666666666666, 0.3333333333333333]","[16, 8, -32, -44, 12, 8, -20, 0, 12]","[0, 4, -32, -20, 8, -28, 16, -24, 12]","[3, 2, 2, -8, 0, 3, -11, 4, -5]","[-5, 3, -8, -6, 1, 0, 2, -7, 4]",4.908333333333333,7.3428571428571425,4.2511655011655005,4.908333333333333,error,4.908333333333333,3.908333333333333,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2898,"[1, -10, -6, 2, -2, 4, -6, 6, -4]","[-1, -7, -8, -4, 5, 1, -10, 7, -6]","[5, -6, -2, 6, 2, 8, -2, 10, 0]","[3, -3, -4, 0, 9, 5, -6, 11, -2]","[1, -10, -6, 2, -2, 4, -6, -4]","[-1, -7, -8, -4, 5, 1, -10, -6]","[1, 4, -10, -6, 2, -2, 4, -6, 6, -4]","[-1, 4, -7, -8, -4, 5, 1, -10, 7, -6]","[1, -10, -6, 2, -2, 4, -6, 6, -4, 1.0, -0.1, -0.16666666666666666, 0.5, -0.5, 0.25, -0.16666666666666666, 0.16666666666666666, -0.25]","[-1, -7, -8, -4, 5, 1, -10, 7, -6, -1.0, -0.14285714285714285, -0.125, -0.25, 0.2, 1.0, -0.1, 0.14285714285714285, -0.16666666666666666]","[4, -40, -24, 8, -8, 16, -24, 24, -16]","[-4, -28, -32, -16, 20, 4, -40, 28, -24]","[1, -6, -4, 4, -6, 2, -2, -10, 6]","[-6, -10, -8, -4, -7, 1, 7, -1, 5]",4.446250808015514,4.902680652680652,4.331418581418581,4.446250808015514,8.892501616031026,4.446250808015514,4.3693277310924366,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2899,"[-13, -8, -15, -17, -13, -14, -3, 3]","[-7, -13, -5, 3, -11, -1, -8, 5]","[-9, -4, -11, -13, -9, -10, 1, 7]","[-3, -9, -1, 7, -7, 3, -4, 9]","[-13, -8, -17, -13, -14, -3, 3]","[-7, -13, 3, -11, -1, -8, 5]","[-13, -8, -15, -17, -13, -14, 4, -3, 3]","[-7, -13, -5, 3, -11, -1, 4, -8, 5]","[-13, -8, -15, -17, -13, -14, -3, 3, -0.07692307692307693, -0.125, -0.06666666666666667, -0.058823529411764705, -0.07692307692307693, -0.07142857142857142, -0.3333333333333333, 0.3333333333333333]","[-7, -13, -5, 3, -11, -1, -8, 5, -0.14285714285714285, -0.07692307692307693, -0.2, 0.3333333333333333, -0.09090909090909091, -1.0, -0.125, 0.2]","[-52, -32, -60, -68, -52, -56, -12, 12]","[-28, -52, -20, 12, -44, -4, -32, 20]","[-3, -14, -8, -13, 3, -17, -13, -15]","[-7, -13, 5, 3, -1, -11, -8, -5]",3.6926406926406927,4.389417989417989,4.967948717948718,3.6926406926406927,7.385281385281385,3.6926406926406923,3.1926406926406927,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
2900,"[-12, 7, -18, -8, 2, -2, -18, 3, 0, -15, -19, -16]","[-8, 4, -3, -6, -14, -13, 1, -9, -6, 9, 8, -5]","[-8, 11, -14, -4, 6, 2, -14, 7, 4, -11, -15, -12]","[-4, 8, 1, -2, -10, -9, 5, -5, -2, 13, 12, -1]","[-12, 7, -18, -8, 2, -2, -18, 3, 0, -19, -16]","[-8, 4, -3, -6, -14, -13, 1, -9, -6, 8, -5]","[-12, 7, 4, -18, -8, 2, -2, -18, 3, 0, -15, -19, -16]","[-8, 4, 4, -3, -6, -14, -13, 1, -9, -6, 9, 8, -5]","[-12, 7, -18, -8, 2, -2, -18, 3, 0, -15, -19, -16, -0.08333333333333333, 0.14285714285714285, -0.05555555555555555, -0.125, 0.5, -0.5, -0.05555555555555555, 0.3333333333333333, 'ZeroDivisionError', -0.06666666666666667, -0.05263157894736842, -0.0625]","[-8, 4, -3, -6, -14, -13, 1, -9, -6, 9, 8, -5, -0.125, 0.25, -0.3333333333333333, -0.16666666666666666, -0.07142857142857142, -0.07692307692307693, 1.0, -0.1111111111111111, -0.16666666666666666, 0.1111111111111111, 0.125, -0.2]","[-48, 28, -72, -32, 8, -8, -72, 12, 0, -60, -76, -64]","[-32, 16, -12, -24, -56, -52, 4, -36, -24, 36, 32, -20]","[3, -18, -8, -15, -2, -19, -18, 2, -12, 7, -16, 0]","[-5, -8, -14, 4, 9, -9, -3, -6, 8, 1, -6, -13]",8.587012987012987,8.933316683316683,9.670715249662619,8.587012987012987,error,8.587012987012987,7.5870129870129865,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
2901,"[-11, 9, -10, 11, 6, 10, 2, -5, 4, -3, -1]","[5, -5, 10, -9, 5, -2, -6, 2, -8, -9, 13]","[-7, 13, -6, 15, 10, 14, 6, -1, 8, 1, 3]","[9, -1, 14, -5, 9, 2, -2, 6, -4, -5, 17]","[-11, 9, -10, 11, 6, 10, 2, 4, -3, -1]","[5, -5, 10, -9, 5, -2, -6, -8, -9, 13]","[-11, 9, -10, 11, 6, 10, 2, -5, 4, 4, -3, -1]","[5, -5, 10, -9, 5, -2, -6, 2, 4, -8, -9, 13]","[-11, 9, -10, 11, 6, 10, 2, -5, 4, -3, -1, -0.09090909090909091, 0.1111111111111111, -0.1, 0.09090909090909091, 0.16666666666666666, 0.1, 0.5, -0.2, 0.25, -0.3333333333333333, -1.0]","[5, -5, 10, -9, 5, -2, -6, 2, -8, -9, 13, 0.2, -0.2, 0.1, -0.1111111111111111, 0.2, -0.5, -0.16666666666666666, 0.5, -0.125, -0.1111111111111111, 0.07692307692307693]","[-44, 36, -40, 44, 24, 40, 8, -20, 16, -12, -4]","[20, -20, 40, -36, 20, -8, -24, 8, -32, -36, 52]","[2, -3, -5, -1, 11, 10, -11, 6, 4, 9, -10]","[5, 2, 10, -2, -9, -5, -6, 5, -8, -9, 13]",9.59090909090909,8.146931499872675,9.502631578947367,9.59090909090909,19.18181818181818,9.59090909090909,8.59090909090909,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2902,"[6, 12, 2, 10, -6, 8]","[12, 7, 1, 8, 8, 8]","[10, 16, 6, 14, -2, 12]","[16, 11, 5, 12, 12, 12]","[6, 12, 2, -6, 8]","[12, 7, 1, 8, 8]","[6, 12, 2, 10, 4, -6, 8]","[12, 7, 1, 8, 4, 8, 8]","[6, 12, 2, 10, -6, 8, 0.16666666666666666, 0.08333333333333333, 0.5, 0.1, -0.16666666666666666, 0.125]","[12, 7, 1, 8, 8, 8, 0.08333333333333333, 0.14285714285714285, 1.0, 0.125, 0.125, 0.125]","[24, 48, 8, 40, -24, 32]","[48, 28, 4, 32, 32, 32]","[10, 2, 6, 12, -6, 8]","[7, 8, 12, 8, 1, 8]",2.04093567251462,2.3098039215686272,1.5837865837865839,2.04093567251462,4.08187134502924,2.04093567251462,1.9298245614035088,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2903,"[-13, -13, -9, -8, 12, -8, 8, 12, -2, -2, 2, -1, 1]","[-6, 10, -2, -2, -7, -8, 7, -14, 6, 3, -4, 12, -9]","[-9, -9, -5, -4, 16, -4, 12, 16, 2, 2, 6, 3, 5]","[-2, 14, 2, 2, -3, -4, 11, -10, 10, 7, 0, 16, -5]","[-13, -13, -9, -8, 12, -8, 8, 12, -2, -2, -1, 1]","[-6, 10, -2, -2, -7, -8, 7, -14, 6, 3, 12, -9]","[-13, -13, -9, -8, 12, -8, 8, 12, -2, -2, 2, -1, 4, 1]","[-6, 10, -2, -2, -7, -8, 7, -14, 6, 3, -4, 12, 4, -9]","[-13, -13, -9, -8, 12, -8, 8, 12, -2, -2, 2, -1, 1, -0.07692307692307693, -0.07692307692307693, -0.1111111111111111, -0.125, 0.08333333333333333, -0.125, 0.125, 0.08333333333333333, -0.5, -0.5, 0.5, -1.0, 1.0]","[-6, 10, -2, -2, -7, -8, 7, -14, 6, 3, -4, 12, -9, -0.16666666666666666, 0.1, -0.5, -0.5, -0.14285714285714285, -0.125, 0.14285714285714285, -0.07142857142857142, 0.16666666666666666, 0.3333333333333333, -0.25, 0.08333333333333333, -0.1111111111111111]","[-52, -52, -36, -32, 48, -32, 32, 48, -8, -8, 8, -4, 4]","[-24, 40, -8, -8, -28, -32, 28, -56, 24, 12, -16, 48, -36]","[-13, 12, 1, 12, -13, -8, -2, -2, -8, -1, 2, -9, 8]","[10, -2, -6, 6, 12, -2, 7, -14, -9, -7, -4, -8, 3]",9.671451355661882,9.005525846702318,9.586274645771214,9.671451355661882,19.342902711323763,9.671451355661882,8.671451355661882,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2904,"[-11, 2, -13, -1, 14, 3, 3, -3, 16, -5, 6, 16, -10]","[7, 3, -11, 7, 7, -1, 5, 9, 12, -11, -6, 0, 6]","[-7, 6, -9, 3, 18, 7, 7, 1, 20, -1, 10, 20, -6]","[11, 7, -7, 11, 11, 3, 9, 13, 16, -7, -2, 4, 10]","[-11, 2, -13, -1, 14, 3, 3, -3, 16, -5, 6, -10]","[7, 3, -11, 7, 7, -1, 5, 9, 12, -11, -6, 6]","[-11, 2, -13, -1, 14, 4, 3, 3, -3, 16, -5, 6, 16, -10]","[7, 3, -11, 7, 7, 4, -1, 5, 9, 12, -11, -6, 0, 6]","[-11, 2, -13, -1, 14, 3, 3, -3, 16, -5, 6, 16, -10, -0.09090909090909091, 0.5, -0.07692307692307693, -1.0, 0.07142857142857142, 0.3333333333333333, 0.3333333333333333, -0.3333333333333333, 0.0625, -0.2, 0.16666666666666666, 0.0625, -0.1]","[7, 3, -11, 7, 7, -1, 5, 9, 12, -11, -6, 0, 6, 0.14285714285714285, 0.3333333333333333, -0.09090909090909091, 0.14285714285714285, 0.14285714285714285, -1.0, 0.2, 0.1111111111111111, 0.08333333333333333, -0.09090909090909091, -0.16666666666666666, 'ZeroDivisionError', 0.16666666666666666]","[-44, 8, -52, -4, 56, 12, 12, -12, 64, -20, 24, 64, -40]","[28, 12, -44, 28, 28, -4, 20, 36, 48, -44, -24, 0, 24]","[2, -5, -1, 3, -3, 6, 16, 14, -13, -11, 3, -10, 16]","[-11, 12, 7, -11, 3, 0, 5, 9, -1, 7, 7, 6, -6]",8.38452380952381,10.998343685300208,6.924651593617111,8.38452380952381,error,8.38452380952381,7.3845238095238095,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
